first_name, last_name, subject, grade
phu, tiqynz, Physics, B+
phu, tiqynz, Social Studies, 
phu, tiqynz, Art, B+
phu, tiqynz, Music, 
phu, tiqynz, History, D+
fwblpr, fhkuyufwg, Maths, D-
fwblpr, fhkuyufwg, Physics, D
fwblpr, fhkuyufwg, Social Studies, D-
fwblpr, fhkuyufwg, Art, B+
fwblpr, fhkuyufwg, Music, A
fwblpr, fhkuyufwg, History, C+
wiwfd, b, Maths, B-
wiwfd, b, Physics, A
wiwfd, b, Social Studies, D-
wiwfd, b, Art, D
wiwfd, b, Music, C+
wiwfd, b, History, B
fkivxklbcg, muogtaomm, Maths, C+
fkivxklbcg, muogtaomm, Physics, 
fkivxklbcg, muogtaomm, Social Studies, D-
fkivxklbcg, muogtaomm, Art, F
fkivxklbcg, muogtaomm, Music, 
fkivxklbcg, muogtaomm, History, C
zwmfjugytc, anboamgrt, Maths, C-
zwmfjugytc, anboamgrt, Physics, A
zwmfjugytc, anboamgrt, Social Studies, B
zwmfjugytc, anboamgrt, Art, D
zwmfjugytc, anboamgrt, Music, B
zwmfjugytc, anboamgrt, History, 
auoa, adfvhamtoe, Maths, A-
auoa, adfvhamtoe, Physics, B
auoa, adfvhamtoe, Social Studies, D
auoa, adfvhamtoe, Art, C+
auoa, adfvhamtoe, Music, F
auoa, adfvhamtoe, History, B
il, xkninlvh, Maths, A-
il, xkninlvh, Physics, B
il, xkninlvh, Social Studies, 
il, xkninlvh, Art, D+
il, xkninlvh, Music, B
il, xkninlvh, History, D
gvlk, rincmgxox, Maths, D
gvlk, rincmgxox, Physics, B
gvlk, rincmgxox, Social Studies, C-
gvlk, rincmgxox, Art, 
gvlk, rincmgxox, Music, B-
gvlk, rincmgxox, History, D+
r, kkmpuv, Maths, D
r, kkmpuv, Physics, B-
r, kkmpuv, Social Studies, B
r, kkmpuv, Art, F
r, kkmpuv, Music, D
r, kkmpuv, History, 
qwlu, eppyabmuwn, Maths, F
qwlu, eppyabmuwn, Physics, B
qwlu, eppyabmuwn, Social Studies, F
qwlu, eppyabmuwn, Art, C
qwlu, eppyabmuwn, Music, C
qwlu, eppyabmuwn, History, A-
vg, dxnzlhfmws, Maths, C+
vg, dxnzlhfmws, Physics, B+
vg, dxnzlhfmws, Social Studies, D-
vg, dxnzlhfmws, Art, B
vg, dxnzlhfmws, Music, D+
vg, dxnzlhfmws, History, D-
cgsnpybkh, nckfzphlxs, Maths, D
cgsnpybkh, nckfzphlxs, Physics, B-
cgsnpybkh, nckfzphlxs, Social Studies, C-
cgsnpybkh, nckfzphlxs, Art, 
cgsnpybkh, nckfzphlxs, Music, A-
cgsnpybkh, nckfzphlxs, History, D+
xjgoxhxa, ckooo, Maths, D+
xjgoxhxa, ckooo, Physics, C
xjgoxhxa, ckooo, Social Studies, C
xjgoxhxa, ckooo, Art, D
xjgoxhxa, ckooo, Music, D-
xjgoxhxa, ckooo, History, A-
yllm, gugze, Maths, B
yllm, gugze, Physics, 
yllm, gugze, Social Studies, D
yllm, gugze, Art, C-
yllm, gugze, Music, B-
yllm, gugze, History, A-
tyrezviw, syj, Maths, D+
tyrezviw, syj, Physics, C+
tyrezviw, syj, Social Studies, C+
tyrezviw, syj, Art, D+
tyrezviw, syj, Music, D+
tyrezviw, syj, History, D-
xke, emwjbawbnl, Maths, A
xke, emwjbawbnl, Physics, C-
xke, emwjbawbnl, Social Studies, D-
xke, emwjbawbnl, Art, B-
xke, emwjbawbnl, Music, C
xke, emwjbawbnl, History, D-
caz, cu, Maths, 
caz, cu, Physics, A
caz, cu, Social Studies, C+
caz, cu, Art, B+
caz, cu, Music, B
caz, cu, History, 
imj, pytoy, Maths, 
imj, pytoy, Physics, C-
imj, pytoy, Social Studies, C-
imj, pytoy, Art, C
imj, pytoy, Music, D
imj, pytoy, History, D-
fv, orltqa, Maths, B
fv, orltqa, Physics, 
fv, orltqa, Social Studies, D-
fv, orltqa, Art, A-
fv, orltqa, Music, D-
fv, orltqa, History, A-
hwckehlhih, sbaiyx, Maths, B-
hwckehlhih, sbaiyx, Physics, A-
hwckehlhih, sbaiyx, Social Studies, D-
hwckehlhih, sbaiyx, Art, B-
hwckehlhih, sbaiyx, Music, A
hwckehlhih, sbaiyx, History, C-
tignxm, sy, Maths, D-
tignxm, sy, Physics, A-
tignxm, sy, Social Studies, C-
tignxm, sy, Art, C-
tignxm, sy, Music, B
tignxm, sy, History, C
ol, xeh, Maths, F
ol, xeh, Physics, 
ol, xeh, Social Studies, A-
ol, xeh, Art, B
ol, xeh, Music, D+
ol, xeh, History, A
ekpodame, xtec, Maths, D+
ekpodame, xtec, Physics, B-
ekpodame, xtec, Social Studies, D
ekpodame, xtec, Art, D-
ekpodame, xtec, Music, D
ekpodame, xtec, History, A-
uagqylwo, ga, Maths, 
uagqylwo, ga, Physics, D-
uagqylwo, ga, Social Studies, A-
uagqylwo, ga, Art, 
uagqylwo, ga, Music, C
uagqylwo, ga, History, B+
ixfbas, fx, Maths, F
ixfbas, fx, Physics, D-
ixfbas, fx, Social Studies, A
ixfbas, fx, Art, A-
ixfbas, fx, Music, 
ixfbas, fx, History, A
sh, aqopbepior, Maths, F
sh, aqopbepior, Physics, D
sh, aqopbepior, Social Studies, D
sh, aqopbepior, Art, C
sh, aqopbepior, Music, F
sh, aqopbepior, History, C-
gkgdk, ywfiv, Maths, D+
gkgdk, ywfiv, Physics, C-
gkgdk, ywfiv, Social Studies, B+
gkgdk, ywfiv, Art, 
gkgdk, ywfiv, Music, D+
gkgdk, ywfiv, History, C-
iqqmhq, kjisksmih, Maths, D
iqqmhq, kjisksmih, Physics, D-
iqqmhq, kjisksmih, Social Studies, B+
iqqmhq, kjisksmih, Art, D+
iqqmhq, kjisksmih, Music, D+
iqqmhq, kjisksmih, History, C-
lkcrqgh, welkrqq, Maths, D+
lkcrqgh, welkrqq, Physics, B+
lkcrqgh, welkrqq, Social Studies, D
lkcrqgh, welkrqq, Art, B
lkcrqgh, welkrqq, Music, A
lkcrqgh, welkrqq, History, B
vakfe, nrp, Maths, B+
vakfe, nrp, Physics, A-
vakfe, nrp, Social Studies, D
vakfe, nrp, Art, A
vakfe, nrp, Music, B+
vakfe, nrp, History, D+
an, igluouypz, Maths, C-
an, igluouypz, Physics, C-
an, igluouypz, Social Studies, A-
an, igluouypz, Art, C+
an, igluouypz, Music, C-
an, igluouypz, History, B-
jeiu, efftmdh, Maths, C
jeiu, efftmdh, Physics, F
jeiu, efftmdh, Social Studies, C+
jeiu, efftmdh, Art, B+
jeiu, efftmdh, Music, A-
jeiu, efftmdh, History, C+
g, mcasllm, Maths, A-
g, mcasllm, Physics, D
g, mcasllm, Social Studies, B
g, mcasllm, Art, C-
g, mcasllm, Music, D+
g, mcasllm, History, C-
maadf, k, Maths, C+
maadf, k, Physics, C
maadf, k, Social Studies, 
maadf, k, Art, B-
maadf, k, Music, F
maadf, k, History, D+
ejxja, paytzhhbrv, Maths, D+
ejxja, paytzhhbrv, Physics, B+
ejxja, paytzhhbrv, Social Studies, B-
ejxja, paytzhhbrv, Art, A-
ejxja, paytzhhbrv, Music, A-
ejxja, paytzhhbrv, History, 
qxex, f, Maths, B
qxex, f, Physics, D-
qxex, f, Social Studies, D+
qxex, f, Art, B
qxex, f, Music, D+
qxex, f, History, B
vvxs, vfmmqevd, Maths, D
vvxs, vfmmqevd, Physics, B+
vvxs, vfmmqevd, Social Studies, B
vvxs, vfmmqevd, Art, C-
vvxs, vfmmqevd, Music, C-
vvxs, vfmmqevd, History, 
oeqyr, mdza, Maths, B+
oeqyr, mdza, Physics, D
oeqyr, mdza, Social Studies, B-
oeqyr, mdza, Art, 
oeqyr, mdza, Music, A
oeqyr, mdza, History, C-
nengtaai, hewgvpsi, Maths, D-
nengtaai, hewgvpsi, Physics, D+
nengtaai, hewgvpsi, Social Studies, B-
nengtaai, hewgvpsi, Art, 
nengtaai, hewgvpsi, Music, C
nengtaai, hewgvpsi, History, D+
jdg, luhvt, Maths, 
jdg, luhvt, Physics, D-
jdg, luhvt, Social Studies, 
jdg, luhvt, Art, B+
jdg, luhvt, Music, B+
jdg, luhvt, History, C-
lx, hitff, Maths, C-
lx, hitff, Physics, B
lx, hitff, Social Studies, D-
lx, hitff, Art, B
lx, hitff, Music, B+
lx, hitff, History, A
e, engtmqdkn, Maths, D-
e, engtmqdkn, Physics, B-
e, engtmqdkn, Social Studies, 
e, engtmqdkn, Art, A
e, engtmqdkn, Music, B-
e, engtmqdkn, History, C-
y, ebcbfpkn, Maths, 
y, ebcbfpkn, Physics, C-
y, ebcbfpkn, Social Studies, F
y, ebcbfpkn, Art, B-
y, ebcbfpkn, Music, C
y, ebcbfpkn, History, C
lmywdwpt, kzuxxuvhb, Maths, A-
lmywdwpt, kzuxxuvhb, Physics, 
lmywdwpt, kzuxxuvhb, Social Studies, D
lmywdwpt, kzuxxuvhb, Art, C
lmywdwpt, kzuxxuvhb, Music, D+
lmywdwpt, kzuxxuvhb, History, A
ycta, zayvze, Maths, C-
ycta, zayvze, Physics, 
ycta, zayvze, Social Studies, D-
ycta, zayvze, Art, B
ycta, zayvze, Music, 
ycta, zayvze, History, C-
uelbq, nbzlxa, Maths, B
uelbq, nbzlxa, Physics, D
uelbq, nbzlxa, Social Studies, B
uelbq, nbzlxa, Art, B-
uelbq, nbzlxa, Music, C+
uelbq, nbzlxa, History, 
qrmrmtss, dexfiul, Maths, A
qrmrmtss, dexfiul, Physics, B
qrmrmtss, dexfiul, Social Studies, D-
qrmrmtss, dexfiul, Art, 
qrmrmtss, dexfiul, Music, 
qrmrmtss, dexfiul, History, B+
fefse, shtd, Maths, C+
fefse, shtd, Physics, 
fefse, shtd, Social Studies, B+
fefse, shtd, Art, A
fefse, shtd, Music, A
fefse, shtd, History, B+
v, ob, Maths, 
v, ob, Physics, A-
v, ob, Social Studies, 
v, ob, Art, A
v, ob, Music, C-
v, ob, History, B-
dqzvrz, hjyrnpa, Maths, B-
dqzvrz, hjyrnpa, Physics, C-
dqzvrz, hjyrnpa, Social Studies, F
dqzvrz, hjyrnpa, Art, B+
dqzvrz, hjyrnpa, Music, B+
dqzvrz, hjyrnpa, History, C+
adkxz, q, Maths, C+
adkxz, q, Physics, B+
adkxz, q, Social Studies, D
adkxz, q, Art, C+
adkxz, q, Music, F
adkxz, q, History, B+
wfmllyjig, zldltvwfxs, Maths, B+
wfmllyjig, zldltvwfxs, Physics, B+
wfmllyjig, zldltvwfxs, Social Studies, D+
wfmllyjig, zldltvwfxs, Art, D
wfmllyjig, zldltvwfxs, Music, B
wfmllyjig, zldltvwfxs, History, B
uvpkflj, a, Maths, D+
uvpkflj, a, Physics, C
uvpkflj, a, Social Studies, F
uvpkflj, a, Art, B+
uvpkflj, a, Music, D-
uvpkflj, a, History, A-
fhlbhlnn, iomuzaxr, Maths, D-
fhlbhlnn, iomuzaxr, Physics, C-
fhlbhlnn, iomuzaxr, Social Studies, A-
fhlbhlnn, iomuzaxr, Art, D
fhlbhlnn, iomuzaxr, Music, C+
fhlbhlnn, iomuzaxr, History, B-
jzvpn, gzltx, Maths, B
jzvpn, gzltx, Physics, B+
jzvpn, gzltx, Social Studies, 
jzvpn, gzltx, Art, B+
jzvpn, gzltx, Music, A-
jzvpn, gzltx, History, D-
p, pnftkxhb, Maths, B-
p, pnftkxhb, Physics, 
p, pnftkxhb, Social Studies, A
p, pnftkxhb, Art, B
p, pnftkxhb, Music, C+
p, pnftkxhb, History, A-
iuy, ctmkpukf, Maths, D
iuy, ctmkpukf, Physics, A
iuy, ctmkpukf, Social Studies, 
iuy, ctmkpukf, Art, D+
iuy, ctmkpukf, Music, D
iuy, ctmkpukf, History, B+
rsoyikddln, onmbtrka, Maths, A-
rsoyikddln, onmbtrka, Physics, C
rsoyikddln, onmbtrka, Social Studies, F
rsoyikddln, onmbtrka, Art, C-
rsoyikddln, onmbtrka, Music, D-
rsoyikddln, onmbtrka, History, C
czsjp, cev, Maths, A-
czsjp, cev, Physics, D-
czsjp, cev, Social Studies, C
czsjp, cev, Art, C+
czsjp, cev, Music, A-
czsjp, cev, History, 
yns, co, Maths, A
yns, co, Physics, C+
yns, co, Social Studies, A-
yns, co, Art, 
yns, co, Music, C-
yns, co, History, C-
izt, objkcp, Maths, C-
izt, objkcp, Physics, A
izt, objkcp, Social Studies, C-
izt, objkcp, Art, 
izt, objkcp, Music, C+
izt, objkcp, History, F
c, nnkivvqvi, Maths, A-
c, nnkivvqvi, Physics, B
c, nnkivvqvi, Social Studies, C-
c, nnkivvqvi, Art, B+
c, nnkivvqvi, Music, D+
c, nnkivvqvi, History, C+
yyf, yzogm, Maths, A
yyf, yzogm, Physics, 
yyf, yzogm, Social Studies, C+
yyf, yzogm, Art, B-
yyf, yzogm, Music, B-
yyf, yzogm, History, B-
pjvixougyg, mbz, Maths, A
pjvixougyg, mbz, Physics, D-
pjvixougyg, mbz, Social Studies, C+
pjvixougyg, mbz, Art, C+
pjvixougyg, mbz, Music, D-
pjvixougyg, mbz, History, 
qur, znwkkrjb, Maths, B-
qur, znwkkrjb, Physics, C-
qur, znwkkrjb, Social Studies, D
qur, znwkkrjb, Art, A
qur, znwkkrjb, Music, D
qur, znwkkrjb, History, A
hibxmvgk, iyzmjdrqv, Maths, B
hibxmvgk, iyzmjdrqv, Physics, D+
hibxmvgk, iyzmjdrqv, Social Studies, 
hibxmvgk, iyzmjdrqv, Art, C
hibxmvgk, iyzmjdrqv, Music, A
hibxmvgk, iyzmjdrqv, History, B+
z, nphprvucyl, Maths, F
z, nphprvucyl, Physics, B+
z, nphprvucyl, Social Studies, D-
z, nphprvucyl, Art, A-
z, nphprvucyl, Music, A-
z, nphprvucyl, History, A
gr, zeom, Maths, 
gr, zeom, Physics, C-
gr, zeom, Social Studies, C+
gr, zeom, Art, D+
gr, zeom, Music, D-
gr, zeom, History, D-
mxcbrrluek, naldb, Maths, C+
mxcbrrluek, naldb, Physics, 
mxcbrrluek, naldb, Social Studies, F
mxcbrrluek, naldb, Art, B-
mxcbrrluek, naldb, Music, F
mxcbrrluek, naldb, History, 
yg, whsmxtklo, Maths, D
yg, whsmxtklo, Physics, 
yg, whsmxtklo, Social Studies, A-
yg, whsmxtklo, Art, F
yg, whsmxtklo, Music, 
yg, whsmxtklo, History, A
n, ksvhrqhg, Maths, C-
n, ksvhrqhg, Physics, D
n, ksvhrqhg, Social Studies, 
n, ksvhrqhg, Art, A
n, ksvhrqhg, Music, B
n, ksvhrqhg, History, F
kissvzywl, r, Maths, B
kissvzywl, r, Physics, B+
kissvzywl, r, Social Studies, B+
kissvzywl, r, Art, 
kissvzywl, r, Music, C+
kissvzywl, r, History, A-
sdqphpcyf, vwis, Maths, C+
sdqphpcyf, vwis, Physics, F
sdqphpcyf, vwis, Social Studies, D+
sdqphpcyf, vwis, Art, A-
sdqphpcyf, vwis, Music, B
sdqphpcyf, vwis, History, C
zirggx, rghjuzccxi, Maths, B
zirggx, rghjuzccxi, Physics, D
zirggx, rghjuzccxi, Social Studies, B
zirggx, rghjuzccxi, Art, D-
zirggx, rghjuzccxi, Music, C
zirggx, rghjuzccxi, History, A-
ggpoek, bbzvgqwegz, Maths, D-
ggpoek, bbzvgqwegz, Physics, D
ggpoek, bbzvgqwegz, Social Studies, A
ggpoek, bbzvgqwegz, Art, C-
ggpoek, bbzvgqwegz, Music, B
ggpoek, bbzvgqwegz, History, C
l, fkjppi, Maths, A-
l, fkjppi, Physics, B-
l, fkjppi, Social Studies, D+
l, fkjppi, Art, C
l, fkjppi, Music, F
l, fkjppi, History, B
dgsginla, p, Maths, C+
dgsginla, p, Physics, C+
dgsginla, p, Social Studies, D+
dgsginla, p, Art, A-
dgsginla, p, Music, A
dgsginla, p, History, 
stblfkoka, bwqquuu, Maths, A
stblfkoka, bwqquuu, Physics, A-
stblfkoka, bwqquuu, Social Studies, D-
stblfkoka, bwqquuu, Art, A-
stblfkoka, bwqquuu, Music, C
stblfkoka, bwqquuu, History, A-
hmot, xsumxrp, Maths, C
hmot, xsumxrp, Physics, 
hmot, xsumxrp, Social Studies, B
hmot, xsumxrp, Art, A
hmot, xsumxrp, Music, C+
hmot, xsumxrp, History, F
upswby, olzsx, Maths, D
upswby, olzsx, Physics, F
upswby, olzsx, Social Studies, B
upswby, olzsx, Art, B
upswby, olzsx, Music, C+
upswby, olzsx, History, A-
fbzdwnqdv, tz, Maths, D
fbzdwnqdv, tz, Physics, B
fbzdwnqdv, tz, Social Studies, A-
fbzdwnqdv, tz, Art, C+
fbzdwnqdv, tz, Music, C-
fbzdwnqdv, tz, History, C
woawrvnbz, v, Maths, A
woawrvnbz, v, Physics, C
woawrvnbz, v, Social Studies, A
woawrvnbz, v, Art, C-
woawrvnbz, v, Music, D-
woawrvnbz, v, History, D-
fsscekv, m, Maths, 
fsscekv, m, Physics, B
fsscekv, m, Social Studies, D
fsscekv, m, Art, D-
fsscekv, m, Music, C+
fsscekv, m, History, F
ddinun, jheziih, Maths, A
ddinun, jheziih, Physics, 
ddinun, jheziih, Social Studies, D-
ddinun, jheziih, Art, D+
ddinun, jheziih, Music, A-
ddinun, jheziih, History, D
cthjvn, ffujhfeho, Maths, D-
cthjvn, ffujhfeho, Physics, 
cthjvn, ffujhfeho, Social Studies, D
cthjvn, ffujhfeho, Art, 
cthjvn, ffujhfeho, Music, C+
cthjvn, ffujhfeho, History, C+
l, cyeboc, Maths, C+
l, cyeboc, Physics, B
l, cyeboc, Social Studies, B-
l, cyeboc, Art, F
l, cyeboc, Music, C
l, cyeboc, History, D-
krxng, mor, Maths, 
krxng, mor, Physics, B
krxng, mor, Social Studies, D
krxng, mor, Art, A
krxng, mor, Music, D
krxng, mor, History, D
hnpl, ohaqyfufof, Maths, D
hnpl, ohaqyfufof, Physics, 
hnpl, ohaqyfufof, Social Studies, C
hnpl, ohaqyfufof, Art, A
hnpl, ohaqyfufof, Music, C+
hnpl, ohaqyfufof, History, D
xesmcyeov, xplrwrhwbf, Maths, C+
xesmcyeov, xplrwrhwbf, Physics, D+
xesmcyeov, xplrwrhwbf, Social Studies, D+
xesmcyeov, xplrwrhwbf, Art, A-
xesmcyeov, xplrwrhwbf, Music, C-
xesmcyeov, xplrwrhwbf, History, B
lht, wkdwkxteq, Maths, B-
lht, wkdwkxteq, Physics, C-
lht, wkdwkxteq, Social Studies, B-
lht, wkdwkxteq, Art, A
lht, wkdwkxteq, Music, F
lht, wkdwkxteq, History, B-
bvyuzlj, hxbxubqvgu, Maths, B-
bvyuzlj, hxbxubqvgu, Physics, A-
bvyuzlj, hxbxubqvgu, Social Studies, C-
bvyuzlj, hxbxubqvgu, Art, 
bvyuzlj, hxbxubqvgu, Music, B
bvyuzlj, hxbxubqvgu, History, C+
ht, do, Maths, B
ht, do, Physics, 
ht, do, Social Studies, 
ht, do, Art, 
ht, do, Music, B+
ht, do, History, C-
bivoat, yfqenlsfyz, Maths, D-
bivoat, yfqenlsfyz, Physics, C-
bivoat, yfqenlsfyz, Social Studies, D
bivoat, yfqenlsfyz, Art, A-
bivoat, yfqenlsfyz, Music, A
bivoat, yfqenlsfyz, History, A-
wnnvgvbsme, ubx, Maths, C+
wnnvgvbsme, ubx, Physics, B-
wnnvgvbsme, ubx, Social Studies, A
wnnvgvbsme, ubx, Art, C-
wnnvgvbsme, ubx, Music, 
wnnvgvbsme, ubx, History, 
blrjn, nqv, Maths, 
blrjn, nqv, Physics, C
blrjn, nqv, Social Studies, 
blrjn, nqv, Art, F
blrjn, nqv, Music, A-
blrjn, nqv, History, 
xgjxnspbv, kudcztsy, Maths, A
xgjxnspbv, kudcztsy, Physics, D+
xgjxnspbv, kudcztsy, Social Studies, 
xgjxnspbv, kudcztsy, Art, B+
xgjxnspbv, kudcztsy, Music, B+
xgjxnspbv, kudcztsy, History, B-
gs, njyknfyrw, Maths, B-
gs, njyknfyrw, Physics, 
gs, njyknfyrw, Social Studies, A
gs, njyknfyrw, Art, A-
gs, njyknfyrw, Music, D+
gs, njyknfyrw, History, B-
hf, j, Maths, D+
hf, j, Physics, 
hf, j, Social Studies, D
hf, j, Art, 
hf, j, Music, C+
hf, j, History, 
qeqaqfnmy, nqcca, Maths, B+
qeqaqfnmy, nqcca, Physics, D+
qeqaqfnmy, nqcca, Social Studies, B-
qeqaqfnmy, nqcca, Art, F
qeqaqfnmy, nqcca, Music, A
qeqaqfnmy, nqcca, History, A
qvesbctj, jdk, Maths, C-
qvesbctj, jdk, Physics, 
qvesbctj, jdk, Social Studies, D+
qvesbctj, jdk, Art, A
qvesbctj, jdk, Music, D-
qvesbctj, jdk, History, D+
djmefjxmf, kq, Maths, D-
djmefjxmf, kq, Physics, D
djmefjxmf, kq, Social Studies, B-
djmefjxmf, kq, Art, B-
djmefjxmf, kq, Music, 
djmefjxmf, kq, History, A
zfm, ppqbr, Maths, B
zfm, ppqbr, Physics, C-
zfm, ppqbr, Social Studies, A
zfm, ppqbr, Art, C-
zfm, ppqbr, Music, C
zfm, ppqbr, History, D-
blr, muyma, Maths, D
blr, muyma, Physics, A
blr, muyma, Social Studies, D-
blr, muyma, Art, 
blr, muyma, Music, F
blr, muyma, History, A-
qmvxcxg, ccbrqwbxjk, Maths, A-
qmvxcxg, ccbrqwbxjk, Physics, A-
qmvxcxg, ccbrqwbxjk, Social Studies, 
qmvxcxg, ccbrqwbxjk, Art, B+
qmvxcxg, ccbrqwbxjk, Music, 
qmvxcxg, ccbrqwbxjk, History, D+
r, sgai, Maths, D
r, sgai, Physics, C
r, sgai, Social Studies, C
r, sgai, Art, D
r, sgai, Music, C-
r, sgai, History, A-
hqaurghov, yfphrq, Maths, C-
hqaurghov, yfphrq, Physics, F
hqaurghov, yfphrq, Social Studies, C+
hqaurghov, yfphrq, Art, C-
hqaurghov, yfphrq, Music, A-
hqaurghov, yfphrq, History, 
tbysldj, lh, Maths, B+
tbysldj, lh, Physics, A-
tbysldj, lh, Social Studies, B
tbysldj, lh, Art, D-
tbysldj, lh, Music, C+
tbysldj, lh, History, D-
wpyofpudcp, vl, Maths, D-
wpyofpudcp, vl, Physics, C
wpyofpudcp, vl, Social Studies, 
wpyofpudcp, vl, Art, C+
wpyofpudcp, vl, Music, C+
wpyofpudcp, vl, History, A
df, vlhv, Maths, D-
df, vlhv, Physics, D
df, vlhv, Social Studies, A
df, vlhv, Art, D
df, vlhv, Music, A-
df, vlhv, History, C+
pozl, czouxnbm, Maths, B
pozl, czouxnbm, Physics, 
pozl, czouxnbm, Social Studies, C+
pozl, czouxnbm, Art, D-
pozl, czouxnbm, Music, 
pozl, czouxnbm, History, C
ogums, eza, Maths, B
ogums, eza, Physics, C+
ogums, eza, Social Studies, A-
ogums, eza, Art, D-
ogums, eza, Music, 
ogums, eza, History, D+
qbizpd, jil, Maths, D-
qbizpd, jil, Physics, D-
qbizpd, jil, Social Studies, B
qbizpd, jil, Art, A-
qbizpd, jil, Music, D
qbizpd, jil, History, C
dkudje, eusawunww, Maths, B+
dkudje, eusawunww, Physics, A-
dkudje, eusawunww, Social Studies, B-
dkudje, eusawunww, Art, B+
dkudje, eusawunww, Music, B+
dkudje, eusawunww, History, C+
mcizespajv, flfciaekv, Maths, C+
mcizespajv, flfciaekv, Physics, D+
mcizespajv, flfciaekv, Social Studies, A-
mcizespajv, flfciaekv, Art, C-
mcizespajv, flfciaekv, Music, D-
mcizespajv, flfciaekv, History, B
qccnnntrv, psxid, Maths, B
qccnnntrv, psxid, Physics, A-
qccnnntrv, psxid, Social Studies, B-
qccnnntrv, psxid, Art, 
qccnnntrv, psxid, Music, B
qccnnntrv, psxid, History, A-
mmyrg, nze, Maths, C+
mmyrg, nze, Physics, D-
mmyrg, nze, Social Studies, 
mmyrg, nze, Art, F
mmyrg, nze, Music, F
mmyrg, nze, History, C-
tohj, rnrswwtsr, Maths, C
tohj, rnrswwtsr, Physics, B+
tohj, rnrswwtsr, Social Studies, 
tohj, rnrswwtsr, Art, B+
tohj, rnrswwtsr, Music, B+
tohj, rnrswwtsr, History, C+
bbwiqgg, hkqysm, Maths, B
bbwiqgg, hkqysm, Physics, B-
bbwiqgg, hkqysm, Social Studies, B
bbwiqgg, hkqysm, Art, B-
bbwiqgg, hkqysm, Music, D
bbwiqgg, hkqysm, History, D+
icgvywkyal, cgvsb, Maths, A
icgvywkyal, cgvsb, Physics, B-
icgvywkyal, cgvsb, Social Studies, B
icgvywkyal, cgvsb, Art, A
icgvywkyal, cgvsb, Music, C-
icgvywkyal, cgvsb, History, C-
e, tpzu, Maths, D-
e, tpzu, Physics, 
e, tpzu, Social Studies, F
e, tpzu, Art, B
e, tpzu, Music, 
e, tpzu, History, C
b, kchare, Maths, A-
b, kchare, Physics, D-
b, kchare, Social Studies, B-
b, kchare, Art, B+
b, kchare, Music, D
b, kchare, History, D+
ms, tvv, Maths, B-
ms, tvv, Physics, C-
ms, tvv, Social Studies, B+
ms, tvv, Art, B+
ms, tvv, Music, C
ms, tvv, History, B+
rux, amzriuf, Maths, D+
rux, amzriuf, Physics, F
rux, amzriuf, Social Studies, D+
rux, amzriuf, Art, A
rux, amzriuf, Music, D-
rux, amzriuf, History, A
asraornlty, fb, Maths, A
asraornlty, fb, Physics, F
asraornlty, fb, Social Studies, A
asraornlty, fb, Art, B+
asraornlty, fb, Music, A
asraornlty, fb, History, B
clnlxpm, ixrgxn, Maths, B
clnlxpm, ixrgxn, Physics, B
clnlxpm, ixrgxn, Social Studies, C+
clnlxpm, ixrgxn, Art, C
clnlxpm, ixrgxn, Music, C+
clnlxpm, ixrgxn, History, 
kjt, afywr, Maths, C+
kjt, afywr, Physics, B+
kjt, afywr, Social Studies, B+
kjt, afywr, Art, B
kjt, afywr, Music, D+
kjt, afywr, History, B-
p, htxbik, Maths, C
p, htxbik, Physics, D-
p, htxbik, Social Studies, C+
p, htxbik, Art, B+
p, htxbik, Music, A-
p, htxbik, History, B+
mfedrugudb, yphrmwlj, Maths, A-
mfedrugudb, yphrmwlj, Physics, 
mfedrugudb, yphrmwlj, Social Studies, A-
mfedrugudb, yphrmwlj, Art, B-
mfedrugudb, yphrmwlj, Music, D+
mfedrugudb, yphrmwlj, History, B+
kmirymg, cwroj, Maths, B-
kmirymg, cwroj, Physics, 
kmirymg, cwroj, Social Studies, B-
kmirymg, cwroj, Art, A-
kmirymg, cwroj, Music, B
kmirymg, cwroj, History, D+
tb, fsiqumwbxt, Maths, B
tb, fsiqumwbxt, Physics, C+
tb, fsiqumwbxt, Social Studies, 
tb, fsiqumwbxt, Art, A
tb, fsiqumwbxt, Music, 
tb, fsiqumwbxt, History, A-
dbibzt, bggxb, Maths, C+
dbibzt, bggxb, Physics, C+
dbibzt, bggxb, Social Studies, B
dbibzt, bggxb, Art, C+
dbibzt, bggxb, Music, A
dbibzt, bggxb, History, B+
wbcbbgy, zzzx, Maths, B+
wbcbbgy, zzzx, Physics, B
wbcbbgy, zzzx, Social Studies, D-
wbcbbgy, zzzx, Art, 
wbcbbgy, zzzx, Music, C
wbcbbgy, zzzx, History, D+
vu, doyjxmzmzt, Maths, A-
vu, doyjxmzmzt, Physics, F
vu, doyjxmzmzt, Social Studies, F
vu, doyjxmzmzt, Art, F
vu, doyjxmzmzt, Music, C
vu, doyjxmzmzt, History, B-
pxdkf, knesfwfx, Maths, D
pxdkf, knesfwfx, Physics, C
pxdkf, knesfwfx, Social Studies, D
pxdkf, knesfwfx, Art, D
pxdkf, knesfwfx, Music, F
pxdkf, knesfwfx, History, C+
jpbmetzo, tsdl, Maths, C
jpbmetzo, tsdl, Physics, 
jpbmetzo, tsdl, Social Studies, C-
jpbmetzo, tsdl, Art, C+
jpbmetzo, tsdl, Music, D
jpbmetzo, tsdl, History, A-
yyrjngknut, xz, Maths, 
yyrjngknut, xz, Physics, C-
